year,week,outbreak_starting_date,reporting_date,state,district,status,cases,deaths,note,disease,is_respiratory,location_corrected
2024,40,2024-09-30,2024-10-03,west bengal,purulia,reported in same week,43,0,,acute diarrheal disease,False,False
2024,39,2024-09-24,2024-09-27,andhra pradesh,chittoor,reported in same week,28,0,,cholera,False,False
2024,39,2024-09-23,2024-09-27,andhra pradesh,vizianagaram,reported in same week,17,0,,cholera,False,False
2024,39,2024-08-18,,andhra pradesh,sri sathya sai,reported late,35,0,,cholera,False,False
2024,39,2024-09-27,2024-09-27,assam,jorhat,reported in same week,153,0,,acute diarrheal disease,False,False
2024,39,2024-09-22,2024-09-23,bihar,jamui,reported in same week,82,0,,acute diarrheal disease,False,False
2024,39,2024-09-20,2024-09-23,bihar,aurangabad,reported in same week,22,0,,acute diarrheal disease,False,False
2024,39,2024-09-24,2024-09-24,chhattisgarh,baloda bazar,reported in same week,32,0,,acute diarrheal disease,False,False
2024,39,2024-09-24,2024-09-24,chhattisgarh,bemetara,reported in same week,31,0,,acute diarrheal disease,False,False
2024,39,2024-09-23,2024-09-25,chhattisgarh,mungeli,reported in same week,47,0,,acute diarrheal disease,False,False
2024,39,2024-09-22,2024-09-23,chhattisgarh,balod,reported in same week,79,0,,acute diarrheal disease,False,False
2024,39,2024-09-21,2024-09-23,chhattisgarh,jashpur,reported in same week,24,0,,food poisoning,False,False
2024,39,2024-09-28,2024-09-28,gujarat,mahesana,reported in same week,13,0,,hepatitis a,False,False
2024,39,2024-09-23,2024-09-23,gujarat,bharuch,reported in same week,17,0,,cholera,False,False
2024,39,2024-09-25,2024-09-27,jammu and kashmir,shopian,reported in same week,20,0,,hepatitis a,False,False
2024,39,2024-09-25,2024-09-25,jammu and kashmir,kupwara,reported in same week,59,0,,cholera,False,False
2024,39,2024-09-28,2024-09-28,jharkhand,simdega,reported in same week,7,0,,malaria,False,False
2024,39,2024-09-13,,jharkhand,dumka,reported late,45,0,,acute diarrheal disease,False,False
2024,39,2024-09-24,2024-09-25,karnataka,raichur,reported in same week,14,0,,food poisoning,False,False
2024,39,2024-09-28,2024-09-28,kerala,kozhikode,reported in same week,37,0,,hepatitis a,False,False
2024,39,2024-09-26,2024-09-28,kerala,palakkad,reported in same week,23,0,,acute diarrheal disease,False,False
2024,39,2024-09-25,2024-09-28,kerala,ernakulam,reported in same week,1,0,,mpox,False,False
2024,39,2024-09-25,2024-09-27,kerala,malappuram,reported in same week,14,0,,hepatitis a,False,False
2024,39,2024-09-22,2024-09-24,kerala,kasaragod,reported in same week,11,2,,leptospirosis,False,False
2024,39,2024-09-29,2024-09-29,madhya pradesh,rewa,reported in same week,36,0,,acute diarrheal disease,False,False
2024,39,2024-09-25,2024-09-25,madhya pradesh,east nimar,reported in same week,21,0,,chikungunya,False,False
2024,39,2024-09-23,2024-09-23,madhya pradesh,jhabua,reported in same week,12,0,,dengue,False,False
2024,39,2024-09-28,2024-09-28,maharashtra,nanded,reported in same week,26,0,,acute diarrheal disease,False,False
2024,39,2024-09-27,2024-09-27,maharashtra,kolhapur,reported in same week,12,0,,hepatitis a,False,False
2024,39,2024-09-26,2024-09-27,maharashtra,washim,reported in same week,9,0,,chikungunya,False,False
2024,39,2024-09-26,2024-09-26,maharashtra,bhandara,reported in same week,42,0,,food poisoning,False,False
2024,39,2024-09-21,2024-09-23,maharashtra,beed,reported in same week,10,0,,hepatitis a,False,False
2024,39,2024-09-18,,maharashtra,thane,reported late,18,0,,cholera,False,False
2024,39,2024-09-10,,maharashtra,thane,reported late,7,1,,cholera,False,False
2024,39,2024-09-26,2024-09-27,odisha,sonepur,reported in same week,30,0,,acute diarrheal disease,False,False
2024,39,2024-09-22,2024-09-24,odisha,balangir,reported in same week,81,0,,acute diarrheal disease,False,False
2024,39,2024-09-26,2024-09-27,punjab,fazilka,reported in same week,24,0,,mumps,False,False
2024,39,2024-09-27,2024-09-29,tamil nadu,cuddalore,reported in same week,12,0,,dengue,False,False
2024,39,2024-09-25,2024-09-26,tamil nadu,mayiladuthurai,reported in same week,6,0,,mumps,False,False
2024,39,2024-09-25,2024-09-26,tamil nadu,tiruchirappalli,reported in same week,14,0,,mumps,False,False
2024,39,2024-09-23,2024-09-25,tamil nadu,tirunelveli,reported in same week,24,0,,hepatitis a,False,False
2024,39,2024-09-21,2024-09-23,tamil nadu,mayiladuthurai,reported in same week,11,0,,mumps,False,False
2024,39,2024-09-25,2024-09-27,uttar pradesh,sonbhadra,reported in same week,16,1,,food poisoning,False,False
2024,39,2024-09-25,2024-09-26,uttar pradesh,lalitpur,reported in same week,85,1,,acute diarrheal disease,False,False
2024,39,2024-09-23,2024-09-27,uttar pradesh,kushi nagar,reported in same week,27,0,,fever,False,False
2024,39,2024-09-19,,west bengal,birbhum,reported late,32,0,,acute diarrheal disease,False,False
2024,38,2024-09-14,2024-09-21,andhra pradesh,visakhapatanam,reported in same week,24,0,,acute diarrheal disease,False,False
2024,38,2024-09-13,2024-09-17,andhra pradesh,nandyal,reported in same week,51,0,,acute diarrheal disease,False,False
2024,38,2024-09-16,2024-09-16,arunachal pradesh,namsai,reported in same week,2,0,,measles,False,False
2024,38,2024-09-19,2024-09-20,assam,darrang,reported in same week,35,0,,food poisoning,False,False
2024,38,2024-09-15,2024-09-16,assam,lakhimpur,reported in same week,13,0,,acute diarrheal disease,False,False
2024,38,2024-09-17,2024-09-17,bihar,jehanabad,reported in same week,11,0,,dengue,False,False
2024,38,2024-09-20,2024-09-20,chhattisgarh,surguja,reported in same week,17,0,,acute diarrheal disease,False,False
2024,38,2024-09-18,2024-09-18,chhattisgarh,surajpur,reported in same week,14,0,,acute diarrheal disease,False,False
2024,38,2024-09-20,2024-09-20,gujarat,panchmahals,reported in same week,21,0,,hepatitis a,False,False
2024,38,2024-09-13,2024-09-18,gujarat,jamnagar,reported in same week,79,0,,food poisoning,False,False
2024,38,2024-09-17,2024-09-17,haryana,kurukshetra,reported in same week,30,0,,hepatitis a and e,False,False
2024,38,2024-09-13,2024-09-16,himachal pradesh,hamirpur,reported in same week,47,0,,acute diarrheal disease,False,False
2024,38,2024-09-21,2024-09-21,jammu and kashmir,anantnag,reported in same week,6,0,,hepatitis a,False,False
2024,38,2024-09-19,2024-09-19,jharkhand,west singhbhum,reported in same week,43,0,,acute diarrheal disease,False,False
2024,38,2024-09-18,2024-09-18,jharkhand,garhwa,reported in same week,10,0,,acute diarrheal disease,False,False
2024,38,2024-09-18,2024-09-18,jharkhand,giridih,reported in same week,15,1,,acute diarrheal disease,False,False
2024,38,2024-09-13,2024-09-18,jharkhand,sahebganj,reported in same week,43,0,,malaria,False,False
2024,38,2024-09-12,,jharkhand,west singhbhum,reported late,31,0,,dengue,False,False
2024,38,2024-09-17,2024-09-19,karnataka,vijayapura,reported in same week,37,0,,dengue,False,False
2024,38,2024-09-20,2024-09-21,kerala,palakkad,reported in same week,4,0,,hepatitis a,False,False
2024,38,2024-09-16,2024-09-18,kerala,malappuram,reported in same week,1,0,,mpox,False,False
2024,38,2024-09-15,2024-09-16,kerala,malappuram,reported in same week,1,1,,nipah virus,False,False
2024,38,2024-09-17,2024-09-17,madhya pradesh,dhar,reported in same week,171,0,,dengue,False,False
2024,38,2024-09-17,2024-09-17,madhya pradesh,dhar,reported in same week,15,0,,measles,False,False
2024,38,2024-09-14,2024-09-16,madhya pradesh,chhindwara,reported in same week,11,0,,acute diarrheal disease,False,False
2024,38,2024-09-18,2024-09-18,maharashtra,latur,reported in same week,65,0,,hepatitis a,False,False
2024,38,2024-09-17,2024-09-17,maharashtra,gadchiroli,reported in same week,1,1,,scrub typhus,False,False
2024,38,2024-09-16,2024-09-19,maharashtra,pune,reported in same week,6,0,,cholera,False,False
2024,38,2024-09-05,,maharashtra,pune,reported late,6,0,,dengue,False,False
2024,38,2024-09-10,,nagaland,noklak,reported late,6,0,,leptospirosis,False,False
2024,38,2024-09-21,2024-09-22,odisha,sonepur,reported in same week,30,0,,food poisoning,False,False
2024,38,2024-09-21,2024-09-21,odisha,malkangiri,reported in same week,21,0,,hepatitis a,False,False
2024,38,2024-09-19,2024-09-19,odisha,mayurbhanj,reported in same week,13,0,,acute diarrheal disease,False,False
2024,38,2024-09-18,2024-09-18,odisha,bargarh,reported in same week,54,0,,acute diarrheal disease,False,False
2024,38,2024-09-16,2024-09-18,odisha,ganjam,reported in same week,35,0,,acute diarrheal disease,False,False
2024,38,2024-09-16,2024-09-18,odisha,rayagada,reported in same week,18,1,,cholera,False,False
2024,38,2024-09-16,2024-09-17,odisha,bargarh,reported in same week,10,0,,acute diarrheal disease,False,False
2024,38,2024-09-15,2024-09-18,odisha,koraput,reported in same week,35,0,,acute diarrheal disease,False,False
2024,38,2024-09-15,2024-09-18,odisha,koraput,reported in same week,9,0,,acute diarrheal disease,False,False
2024,38,2024-09-14,2024-09-16,odisha,ganjam,reported in same week,13,0,,hepatitis a,False,False
2024,38,2024-09-13,2024-09-17,odisha,bargarh,reported in same week,27,0,,scrub typhus,False,False
2024,38,2024-09-19,2024-09-19,rajasthan,baran,reported in same week,21,0,,food poisoning,False,False
2024,38,2024-09-11,,rajasthan,rajsamand,reported late,7,0,,scrub typhus,False,False
2024,38,2024-09-21,2024-09-21,tamil nadu,thiruvallur,reported in same week,8,0,,acute diarrheal disease,False,False
2024,38,2024-09-20,2024-09-21,tamil nadu,tenkasi,reported in same week,67,0,,hepatitis a,False,False
2024,38,2024-09-19,2024-09-22,tamil nadu,tirupathur,reported in same week,4,1,,dengue,False,False
2024,38,2024-09-18,2024-09-21,tamil nadu,theni,reported in same week,3,1,,acute encephalitic syndrome,False,False
2024,38,2024-09-18,2024-09-19,tamil nadu,villupuram,reported in same week,7,0,,mumps,False,False
2024,38,2024-09-16,2024-09-21,tamil nadu,chennai,reported in same week,48,0,,acute diarrheal disease,False,False
2024,38,2024-09-18,2024-09-18,uttar pradesh,lalitpur,reported in same week,32,1,,acute diarrheal disease,False,False
2024,38,2024-09-11,,uttar pradesh,gonda,reported late,8,3,,food poisoning,False,False
2024,38,2024-09-03,,uttar pradesh,pilibhit,reported late,19,0,,food poisoning,False,False
2024,38,2024-09-20,2024-09-21,west bengal,purulia,reported in same week,43,0,,acute diarrheal disease,False,False
2024,38,2024-09-20,2024-09-20,west bengal,purba bardhaman,reported in same week,27,0,,acute diarrheal disease,False,False
2024,38,2024-09-17,2024-09-19,west bengal,alipurduar,reported in same week,129,0,,malaria,False,False
2024,38,2024-09-09,,west bengal,howrah,reported late,23,0,,malaria,False,False
2024,37,2024-09-15,2024-09-15,andhra pradesh,chittoor,reported in same week,63,0,,cholera,False,False
2024,37,2024-09-10,2024-09-10,andhra pradesh,sri sathya sai,reported in same week,64,0,,food poisoning,False,False
2024,37,2024-08-29,,andhra pradesh,eluru,reported late,81,0,,acute diarrheal disease,False,False
2024,37,2024-09-15,2024-09-15,assam,lakhimpur,reported in same week,52,0,,food poisoning,False,False
2024,37,2024-09-09,2024-09-10,assam,dhemaji,reported in same week,120,0,,food poisoning,False,False
2024,37,2024-09-08,2024-09-09,assam,dhemaji,reported in same week,189,0,,food poisoning,False,False
2024,37,2024-09-13,2024-09-14,bihar,aurangabad,reported in same week,24,0,,acute diarrheal disease,False,False
2024,37,2024-09-11,2024-09-11,bihar,buxar,reported in same week,45,0,,acute diarrheal disease,False,False
2024,37,2024-09-09,2024-09-10,bihar,gaya,reported in same week,15,2,,acute diarrheal disease,False,False
2024,37,2024-09-14,2024-09-15,chhattisgarh,balod,reported in same week,135,0,,acute diarrheal disease,False,False
2024,37,2024-09-13,2024-09-14,chhattisgarh,durg,reported in same week,50,0,,cholera,False,False
2024,37,2024-09-11,2024-09-11,chhattisgarh,surguja,reported in same week,26,0,,acute diarrheal disease,False,False
2024,37,2024-09-09,2024-09-13,chhattisgarh,durg,reported in same week,43,0,,cholera,False,False
2024,37,2024-09-14,2024-09-14,gujarat,jamnagar,reported in same week,83,0,,cholera,False,False
2024,37,2024-08-31,,himachal pradesh,shimla,reported late,149,0,,dengue,False,False
2024,37,2024-09-13,2024-09-13,jammu and kashmir,anantnag,reported in same week,10,0,,hepatitis a,False,False
2024,37,2024-09-11,2024-09-11,jammu and kashmir,baramulla,reported in same week,50,0,,chickenpox,False,False
2024,37,2024-09-09,2024-09-11,jammu and kashmir,ramban,reported in same week,10,2,,hepatitis a,False,False
2024,37,2024-09-09,2024-09-10,jammu and kashmir,kulgam,reported in same week,28,0,,hepatitis a,False,False
2024,37,2024-09-09,2024-09-09,jammu and kashmir,srinagar,reported in same week,11,0,,hepatitis a,False,False
2024,37,2024-09-07,2024-09-09,jammu and kashmir,baramulla,reported in same week,11,0,,hepatitis a,False,False
2024,37,2024-09-03,,jammu and kashmir,udhampur,reported late,51,0,,acute diarrheal disease,False,False
2024,37,2024-09-10,2024-09-11,jharkhand,pakur,reported in same week,12,0,,acute diarrheal disease,False,False
2024,37,2024-09-10,2024-09-10,jharkhand,latehar,reported in same week,40,0,,scrub typhus,False,False
2024,37,2024-09-11,2024-09-11,karnataka,mysuru,reported in same week,90,2,,acute diarrheal disease,False,False
2024,37,2024-09-10,2024-09-15,karnataka,udupi,reported in same week,5,0,,cholera,False,False
2024,37,2024-09-10,2024-09-11,kerala,idukki,reported in same week,19,0,,mumps,False,False
2024,37,2024-09-10,2024-09-10,kerala,kozhikode,reported in same week,325,0,,hepatitis a,False,False
2024,37,2024-09-10,2024-09-10,kerala,palakkad,reported in same week,71,0,,food poisoning,False,False
2024,37,2024-09-09,2024-09-09,kerala,kozhikode,reported in same week,27,0,,hepatitis a,False,False
2024,37,2024-09-12,2024-09-12,madhya pradesh,panna,reported in same week,15,3,,acute diarrheal disease,False,False
2024,37,2024-09-10,2024-09-11,madhya pradesh,ratlam,reported in same week,26,0,,dengue,False,False
2024,37,2024-09-14,2024-09-14,maharashtra,bhandara,reported in same week,20,0,,acute diarrheal disease,False,False
2024,37,2024-09-11,2024-09-12,maharashtra,amravati,reported in same week,67,2,,acute diarrheal disease,False,False
2024,37,2024-09-08,2024-09-09,maharashtra,nandurbar,reported in same week,16,0,,acute diarrheal disease,False,False
2024,37,2024-09-07,2024-09-10,maharashtra,buldhana,reported in same week,26,0,,acute diarrheal disease,False,False
2024,37,2024-09-05,,maharashtra,gadchiroli,reported late,5,2,,malaria,False,False
2024,37,2024-09-09,2024-09-09,manipur,senapati,reported in same week,30,0,,chickenpox,False,False
2024,37,2024-09-13,2024-09-13,meghalaya,east khasi hills,reported in same week,35,0,,fever with rash,False,False
2024,37,2024-07-27,,meghalaya,east khasi hills,reported late,1,1,,human rabies,False,False
2024,37,2024-09-09,2024-09-10,mizoram,saitual,reported in same week,40,0,,food poisoning,False,False
2024,37,2024-09-13,2024-09-15,odisha,bargarh,reported in same week,25,0,,acute diarrheal disease,False,False
2024,37,2024-09-12,2024-09-13,odisha,balangir,reported in same week,21,0,,acute diarrheal disease,False,False
2024,37,2024-09-12,2024-09-13,odisha,malkangiri,reported in same week,160,5,,malaria,False,False
2024,37,2024-09-11,2024-09-13,odisha,rayagada,reported in same week,23,0,,acute diarrheal disease,False,False
2024,37,2024-09-11,2024-09-11,odisha,mayurbhanj,reported in same week,25,0,,acute diarrheal disease,False,False
2024,37,2024-09-08,2024-09-10,odisha,mayurbhanj,reported in same week,133,0,,food poisoning,False,False
2024,37,2024-09-05,,odisha,ganjam,reported late,43,0,,acute diarrheal disease,False,False
2024,37,2024-09-12,2024-09-14,tamil nadu,madurai,reported in same week,115,0,,acute diarrheal disease,False,False
2024,37,2024-09-12,2024-09-13,tamil nadu,virudhunagar,reported in same week,41,0,,mumps,False,False
2024,37,2024-09-11,2024-09-13,tamil nadu,chennai,reported in same week,92,0,,acute diarrheal disease,False,False
2024,37,2024-09-13,2024-09-15,uttar pradesh,sonbhadra,reported in same week,23,0,,malaria,False,False
2024,37,2024-08-29,,uttar pradesh,prayagraj,reported late,13,1,,acute diarrheal disease,False,False
2024,37,2024-09-14,2024-09-14,west bengal,purulia,reported in same week,36,0,,acute diarrheal disease,False,False
2024,37,2024-09-09,2024-09-11,west bengal,purulia,reported in same week,16,0,,acute diarrheal disease,False,False
2024,37,2024-09-09,2024-09-10,west bengal,24 paraganas north,reported in same week,73,0,,food poisoning,False,False
2024,37,2024-09-09,2024-09-09,west bengal,purulia,reported in same week,51,0,,acute diarrheal disease,False,False
2024,37,2024-09-08,2024-09-09,west bengal,alipurduar,reported in same week,60,0,,food poisoning,False,False
2024,36,2024-09-02,2024-09-03,andhra pradesh,nandyal,reported in same week,36,0,,acute diarrheal disease,False,False
2024,36,2024-08-30,2024-09-02,andhra pradesh,alluri sitharama raju,reported in same week,61,0,,food poisoning,False,False
2024,36,2024-08-26,,andhra pradesh,srikakulam,reported late,39,0,,acute diarrheal disease,False,False
2024,36,2024-09-06,2024-09-06,assam,cachar,reported in same week,8,0,,chickenpox,False,False
2024,36,2024-09-01,2024-09-07,bihar,arwal,reported in same week,7,2,,acute diarrheal disease,False,False
2024,36,2024-09-04,2024-09-05,chhattisgarh,dhamtari,reported in same week,26,0,,acute diarrheal disease,False,False
2024,36,2024-09-04,2024-09-04,chhattisgarh,bijapur,reported in same week,9,0,,measles,False,False
2024,36,2024-09-03,2024-09-03,chhattisgarh,mungeli,reported in same week,109,0,,acute diarrheal disease,False,False
2024,36,2024-09-03,2024-09-03,chhattisgarh,raigarh,reported in same week,38,0,,acute diarrheal disease,False,False
2024,36,2024-09-05,2024-09-06,gujarat,vadodara,reported in same week,29,0,,cholera,False,False
2024,36,2024-06-28,,gujarat,jamnagar,reported late,6,0,,cholera,False,False
2024,36,2024-09-05,2024-09-05,haryana,yamunanagar,reported in same week,34,0,,acute diarrheal disease,False,False
2024,36,2024-09-05,2024-09-05,jammu and kashmir,kathua,reported in same week,5,0,,dengue,False,False
2024,36,2024-09-03,2024-09-04,jammu and kashmir,shopian,reported in same week,10,0,,hepatitis a,False,False
2024,36,2024-09-03,2024-09-03,jammu and kashmir,srinagar,reported in same week,10,0,,hepatitis a,False,False
2024,36,2024-09-02,2024-09-04,jammu and kashmir,udhampur,reported in same week,47,0,,cholera,False,False
2024,36,2024-09-02,2024-09-03,jammu and kashmir,bandipora,reported in same week,23,0,,cholera,False,False
2024,36,2024-08-27,,jammu and kashmir,udhampur,reported late,17,0,,dengue,False,False
2024,36,2024-08-19,,jammu and kashmir,udhampur,reported late,4,0,,mumps,False,False
2024,36,2024-09-03,2024-09-03,jharkhand,giridih,reported in same week,19,1,,acute diarrheal disease,False,False
2024,36,2024-09-02,2024-09-02,jharkhand,giridih,reported in same week,12,1,,acute diarrheal disease,False,False
2024,36,2024-09-04,2024-09-05,karnataka,udupi,reported in same week,8,0,,cholera,False,False
2024,36,2024-09-02,2024-09-02,karnataka,uttar kannad,reported in same week,91,1,,acute diarrheal disease,False,False
2024,36,2024-09-04,2024-09-06,kerala,kozhikode,reported in same week,71,0,,hepatitis a,False,False
2024,36,2024-09-04,2024-09-04,kerala,kozhikode,reported in same week,20,0,,dengue,False,False
2024,36,2024-09-02,2024-09-03,kerala,idukki,reported in same week,21,0,,mumps,False,False
2024,36,2024-09-08,2024-09-08,madhya pradesh,umaria,reported in same week,8,0,,acute diarrheal disease,False,False
2024,36,2024-09-08,2024-09-08,madhya pradesh,umaria,reported in same week,7,0,,acute diarrheal disease,False,False
2024,36,2024-09-06,2024-09-06,madhya pradesh,guna,reported in same week,18,0,,dengue,False,False
2024,36,2024-09-06,2024-09-06,madhya pradesh,satna,reported in same week,31,2,,acute diarrheal disease,False,False
2024,36,2024-09-06,2024-09-06,madhya pradesh,umaria,reported in same week,6,0,,acute diarrheal disease,False,False
2024,36,2024-09-05,2024-09-05,madhya pradesh,mandla,reported in same week,47,0,,acute diarrheal disease,False,False
2024,36,2024-09-05,2024-09-05,madhya pradesh,satna,reported in same week,24,0,,acute diarrheal disease,False,False
2024,36,2024-09-04,2024-09-08,madhya pradesh,shajapur,reported in same week,6,0,,dengue,False,False
2024,36,2024-09-03,2024-09-05,madhya pradesh,harda,reported in same week,10,0,,dengue,False,False
2024,36,2024-09-03,2024-09-03,madhya pradesh,rewa,reported in same week,10,0,,acute diarrheal disease,False,False
2024,36,2024-09-02,2024-09-02,madhya pradesh,barwani,reported in same week,27,0,,acute diarrheal disease,False,False
2024,36,2024-09-01,2024-09-02,madhya pradesh,rewa,reported in same week,8,0,,acute diarrheal disease,False,False
2024,36,2024-08-29,,madhya pradesh,hoshangabad,reported late,7,0,,leptospirosis,False,False
2024,36,2024-09-06,2024-09-06,maharashtra,thane,reported in same week,1,1,,malaria,False,False
2024,36,2024-09-05,2024-09-07,maharashtra,hingoli,reported in same week,7,0,,acute diarrheal disease,False,False
2024,36,2024-09-05,2024-09-06,maharashtra,nanded,reported in same week,7,0,,dengue,False,False
2024,36,2024-09-02,2024-09-04,maharashtra,osmanabad,reported in same week,21,1,,dengue,False,False
2024,36,2024-09-02,2024-09-03,maharashtra,kolhapur,reported in same week,48,0,,hepatitis a,False,False
2024,36,2024-08-31,2024-09-05,maharashtra,thane,reported in same week,7,1,,dengue,False,False
2024,36,2024-08-22,,maharashtra,thane,reported late,4,1,,malaria,False,False
2024,36,2024-09-02,2024-09-03,manipur,bishnupur,reported in same week,2,1,,scrub typhus,False,False
2024,36,2024-08-19,,meghalaya,eastern west khasi hills,reported late,1,1,,human rabies,False,False
2024,36,2024-09-08,2024-09-08,odisha,malkangiri,reported in same week,6,0,,acute diarrheal disease,False,False
2024,36,2024-09-07,2024-09-08,odisha,balangir,reported in same week,116,0,,acute gastroenteritis,False,False
2024,36,2024-09-06,2024-09-07,odisha,khordha,reported in same week,6,0,,hepatitis a,False,False
2024,36,2024-09-06,2024-09-07,odisha,nabarangpur,reported in same week,30,0,,cholera,False,False
2024,36,2024-09-06,2024-09-06,odisha,bargarh,reported in same week,22,0,,acute diarrheal disease,False,False
2024,36,2024-09-05,2024-09-06,odisha,kalahandi,reported in same week,15,0,,acute diarrheal disease,False,False
2024,36,2024-09-03,2024-09-03,odisha,balangir,reported in same week,7,0,,food poisoning,False,False
2024,36,2024-09-03,2024-09-03,odisha,balangir,reported in same week,10,0,,acute diarrheal disease,False,False
2024,36,2024-09-03,2024-09-03,odisha,jajapur,reported in same week,8,0,,acute diarrheal disease,False,False
2024,36,2024-09-02,2024-09-03,odisha,kalahandi,reported in same week,6,0,,acute diarrheal disease,False,False
2024,36,2024-09-02,2024-09-02,odisha,bargarh,reported in same week,15,0,,acute diarrheal disease,False,False
2024,36,2024-09-02,2024-09-02,odisha,sundargarh,reported in same week,6,0,,food poisoning,False,False
2024,36,2024-09-01,2024-09-03,odisha,ganjam,reported in same week,5,0,,measles,False,False
2024,36,2024-07-16,,odisha,kendujhar,reported late,45,0,,acute diarrheal disease,False,False
2024,36,2024-08-31,2024-09-02,tamil nadu,thanjavur,reported in same week,8,0,,mumps,False,False
2024,36,2024-08-30,2024-09-03,tamil nadu,tirunelveli,reported in same week,13,0,,mumps,False,False
2024,36,2024-09-04,2024-09-05,uttar pradesh,sonbhadra,reported in same week,26,0,,acute diarrheal disease,False,False
2024,36,2024-09-02,2024-09-07,uttar pradesh,gautam buddha nagar,reported in same week,668,0,,acute diarrheal disease,False,False
2024,36,2024-09-02,2024-09-02,uttar pradesh,lalitpur,reported in same week,17,0,,acute diarrheal disease,False,False
2024,36,2024-09-02,2024-09-03,west bengal,purba bardhaman,reported in same week,102,0,,acute diarrheal disease,False,False
2024,35,2024-08-27,2024-08-29,andhra pradesh,kakinada,reported in same week,106,0,,food poisoning,False,False
2024,35,2024-08-12,,andhra pradesh,palnadu,reported late,32,0,,acute diarrheal disease,False,False
2024,35,2024-08-11,,andhra pradesh,palnadu,reported late,26,0,,acute diarrheal disease,False,False
2024,35,2024-08-06,,arunachal pradesh,namsai,reported late,31,0,,typhoid,False,False
2024,35,2024-08-31,2024-08-31,assam,hojai,reported in same week,1,1,,diphtheria,False,False
2024,35,2024-08-26,2024-08-26,assam,lakhimpur,reported in same week,30,1,,dysentery,False,False
2024,35,2024-08-29,2024-08-30,bihar,gaya,reported in same week,15,2,,acute diarrheal disease,False,False
2024,35,2024-08-27,2024-08-27,bihar,jamui,reported in same week,11,0,,acute diarrheal disease,False,False
2024,35,2024-08-25,2024-08-26,bihar,buxar,reported in same week,65,0,,acute diarrheal disease,False,False
2024,35,2024-08-30,2024-08-30,chhattisgarh,bastar,reported in same week,97,0,,acute diarrheal disease,False,False
2024,35,2024-08-28,2024-08-30,chhattisgarh,sukma,reported in same week,45,0,,dengue,False,False
2024,35,2024-08-28,2024-08-29,chhattisgarh,bemetara,reported in same week,66,0,,acute diarrheal disease,False,False
2024,35,2024-08-28,2024-08-29,chhattisgarh,rajnandgaon,reported in same week,47,0,,acute diarrheal disease,False,False
2024,35,2024-08-28,2024-08-28,chhattisgarh,sarangarh bilaigarh,reported in same week,31,0,,acute diarrheal disease,False,False
2024,35,2024-08-27,2024-08-28,chhattisgarh,bijapur,reported in same week,6,0,,measles,False,False
2024,35,2024-08-24,2024-08-27,chhattisgarh,balod,reported in same week,115,0,,acute diarrheal disease,False,False
2024,35,2024-08-24,2024-08-27,chhattisgarh,raigarh,reported in same week,58,0,,acute diarrheal disease,False,False
2024,35,2024-08-22,,chhattisgarh,kabirdham,reported late,30,0,,acute diarrheal disease,False,False
2024,35,2024-08-29,2024-08-31,gujarat,dohad,reported in same week,29,0,,food poisoning,False,False
2024,35,2024-08-27,2024-08-28,jammu and kashmir,baramulla,reported in same week,15,0,,jaundice,False,False
2024,35,2024-08-30,2024-08-31,jharkhand,west singhbhum,reported in same week,40,0,,malaria,False,False
2024,35,2024-08-30,2024-08-30,jharkhand,pakur,reported in same week,16,0,,acute diarrheal disease,False,False
2024,35,2024-08-18,,jharkhand,sahebganj,reported late,25,0,,acute diarrheal disease,False,False
2024,35,2024-08-29,2024-08-31,karnataka,davangere,reported in same week,86,0,,acute diarrheal disease,False,False
2024,35,2024-08-28,2024-08-29,karnataka,chamarajanagara,reported in same week,33,0,,food poisoning,False,False
2024,35,2024-08-26,2024-08-27,karnataka,tumakuru,reported in same week,41,1,,acute diarrheal disease,False,False
2024,35,2024-08-26,2024-08-26,karnataka,haveri,reported in same week,50,0,,acute diarrheal disease,False,False
2024,35,2024-08-24,2024-08-27,karnataka,mandya,reported in same week,27,1,,acute diarrheal disease,False,False
2024,35,2024-08-24,2024-08-26,karnataka,davangere,reported in same week,30,0,,acute diarrheal disease,False,False
2024,35,2024-08-19,,kerala,ernakulam,reported late,110,0,,mumps,False,False
2024,35,2024-08-18,,kerala,ernakulam,reported late,46,0,,chickenpox,False,False
2024,35,2024-08-11,,kerala,ernakulam,reported late,21,0,,dengue,False,False
2024,35,2024-08-29,2024-08-30,ladakh,leh ladakh,reported in same week,49,0,,mumps,False,False
2024,35,2024-08-30,2024-08-30,madhya pradesh,ashoknagar,reported in same week,42,0,,acute diarrheal disease,False,False
2024,35,2024-08-29,2024-08-30,madhya pradesh,morena,reported in same week,17,0,,fever of unknown origin,False,False
2024,35,2024-08-29,2024-08-30,madhya pradesh,raisen,reported in same week,24,0,,acute diarrheal disease,False,False
2024,35,2024-08-29,2024-08-29,madhya pradesh,chhatarpur,reported in same week,4,2,,acute diarrheal disease,False,False
2024,35,2024-08-28,2024-08-28,madhya pradesh,chhindwara,reported in same week,36,0,,acute diarrheal disease,False,False
2024,35,2024-08-28,2024-08-28,madhya pradesh,harda,reported in same week,43,0,,dengue,False,False
2024,35,2024-08-25,2024-08-26,madhya pradesh,datia,reported in same week,30,0,,acute diarrheal disease,False,False
2024,35,2024-08-18,,madhya pradesh,dindori,reported late,19,0,,acute diarrheal disease,False,False
2024,35,2024-08-12,,madhya pradesh,damoh,reported late,301,3,,acute diarrheal disease,False,False
